"","h9_WGBS","methylC-seq_h1_all_merged","RL415_D0_32F_HDFa.rmdup","RL417_P3_32F_Primed.rmdup","RL418_P10_32F_Primed.rmdup","RL702_all_lanes_merged","RL703_all_merge","RL837_2017_09_28_P12_plus_10_38F_SmithR_to_E8_merge","RL838_all_lanes_merged","RL936_32F_P11_plus_10_32F_SmithR_to_E8_rep1_all_merged","RL937_38F_P11_plus_10_38F_SmithR_to_E8_rep1_all_merged","RL1810_2019_09_19_32F_NSCs_N2P_p8_S1_all_lanes_merge","RL1811_2019_09_19_38F_NSCs_N2P_p8_S2_all_lanes_merge","RL1812_2019_09_19_38F_NSCs_primed_p8_S3_all_lanes_merge","RL1813_2019_09_19_32F_NSCs_primed_p7_S4_all_lanes_merge"
"chr3:183734758-183735165",0.549488054607508,0.635108481262327,0.11965811965812,0.16374269005848,0.107594936708861,0.157142857142857,0.24113475177305,0.458333333333333,0.0508474576271186,0.309352517985612,0.613475177304965,0.240816326530612,0.435754189944134,0.341968911917098,0.216216216216216
"chr5:3596537-3603154",0.0293375394321767,0.0484051482932289,0.247093889716841,0.150011811953697,0.386345163912219,0.143523920653442,0.317567567567568,0.0600366636113657,0.221258134490239,0.0264511388684791,0.33084056236913,0.508966695132365,0.520812182741117,0.479946524064171,0.517592592592593
"chr12:130041313-130049623",0.915137614678899,0.865359477124183,0.543980037429819,0.705521472392638,0.512611275964392,0.456896551724138,0.739921976592978,0.865954922894425,0.128919860627178,0.916666666666667,0.788184438040346,0.190821256038647,0.838479809976247,0.43014301430143,0.0987179487179487
"chr16:66981624-66983072",0.902642559109875,0.545454545454545,0.0420711974110032,0.157471264367816,0.112745098039216,0.00531914893617021,0.182065217391304,0.188095238095238,0.386206896551724,0.342715231788079,0.065015479876161,0.119822485207101,0.334,0.257597684515195,0.164079822616408
"chr2:3652816-3653413",0.863905325443787,0.835260115606936,0.483253588516746,0.154166666666667,0.487068965517241,0.75,0.278350515463918,0.668918918918919,0.75,0.145077720207254,0.39938080495356,0.00952380952380952,0.808510638297872,0.0886075949367089,0
"chr21:33765597-33766056",0.954198473282443,0.858757062146893,0.0378006872852234,0.122388059701493,0.0897959183673469,0.36036036036036,0.155172413793103,0.811428571428571,0.232142857142857,0.208695652173913,0.548192771084337,0.302521008403361,0.826315789473684,0.189320388349515,0.379746835443038
"chr12:129600828-129605504",0.919315403422983,0.858594411515665,0.611042944785276,0.710176991150443,0.545945945945946,0.48,0.726327944572748,0.906724511930586,0.113846153846154,0.867647058823529,0.801682692307692,0.227586206896552,0.710359408033827,0.420131291028446,0.16243654822335
"chr11:101918298-101918794",0.779591836734694,0.506796116504854,0.008,0.119402985074627,0.115755627009646,0.0111111111111111,0.288343558282209,0.215962441314554,0.205607476635514,0.165919282511211,0.159468438538206,0.0520231213872832,0.779569892473118,0.575916230366492,0.205882352941176
"chr2:133104820-133105325",0.449748743718593,0.30379746835443,0.102822580645161,0.0781990521327014,0.149888143176734,0.178217821782178,0.221276595744681,0.399103139013453,0.0731707317073171,0.170289855072464,0.217557251908397,0.0955710955710956,0.172489082969432,0.120772946859903,0.102150537634409
"chr18:14450104-14451003",0.906735751295337,0.820388349514563,0.0664556962025316,0.0603448275862069,0.110236220472441,0.0233918128654971,0.0497925311203319,0.348591549295775,0.0306122448979592,0.11304347826087,0.55859375,0.202797202797203,0.376582278481013,0.0418006430868167,0.00768049155145929
"chr6:29893926-29895260",0.950065703022339,0.835344827586207,0.116935483870968,0.0904392764857881,0.179297597042514,0.093167701863354,0.13,0.76007326007326,0.153846153846154,0.10515873015873,0.0920770877944325,0.711895910780669,0.905707196029777,0.65359477124183,0.625668449197861
"chr19:39341751-39342352",0.733624454148472,0.457286432160804,0.00785340314136126,0.0827067669172932,0.0525210084033613,0.0253164556962025,0.0526315789473684,0.0452961672473868,0.0652173913043478,0.123249299719888,0.0673076923076923,0.0534351145038168,0.0253807106598985,0.162790697674419,0.0308880308880309
"chr4:6106972-6107527",0.910714285714286,0.850715746421268,0.546835443037975,0.396039603960396,0.4765625,0.285714285714286,0.525252525252525,0.633333333333333,0.242857142857143,0.0966666666666667,0.155709342560554,0.200716845878136,0.915492957746479,0.5,0.905405405405405
"chr20:623116-623458",0.709401709401709,0.831632653061224,0.0142857142857143,0.182857142857143,0.169230769230769,NA,0.376344086021505,0.160714285714286,0.5625,0.17037037037037,0.133333333333333,0.0657276995305164,0.875,0.228571428571429,0.0427807486631016
"chr4:1522095-1522365",0.952380952380952,0.776315789473684,0.567567567567568,0.322314049586777,0.349206349206349,0.526315789473684,0.195121951219512,0.696629213483146,0,0.465116279069767,0.972222222222222,0.319587628865979,0.955056179775281,0.138888888888889,0.395348837209302
"chr4:87825251-87825712",0.965156794425087,0.860335195530726,0.0285714285714286,0.163814180929095,0.16991643454039,0.0212765957446809,0.189655172413793,0.353503184713376,0.19047619047619,0.0649350649350649,0.0745762711864407,0.920731707317073,0.912371134020619,0.91358024691358,0.818181818181818
"chr18:14430639-14431566",0.927444794952681,0.926136363636364,0.0982367758186398,0.0560344827586207,0.0928571428571429,0.143884892086331,0.476394849785408,0.664739884393064,0.194444444444444,0.0274914089347079,0.812698412698413,0.154166666666667,0.506072874493927,0.237762237762238,0.0456989247311828
"chr9:44118138-44118828",0.905263157894737,0.823529411764706,0.170886075949367,0.278947368421053,0.119113573407202,0.289473684210526,0.0340909090909091,0.290076335877863,0.304347826086957,0.0574162679425837,0.548172757475083,0.0298507462686567,0.00956937799043062,0.0972972972972973,0.0198675496688742
"chr21:30390891-30391881",0.471238938053097,0.771398747390397,0.00646203554119548,0.0603715170278638,0.0321931589537223,0.00546448087431694,0.116331096196868,0.403465346534653,0.018348623853211,0.151162790697674,0.0747330960854092,0.0630372492836676,0.366279069767442,0.0698412698412698,0.00209205020920502
"chr19:54514514-54515475",0.557575757575758,0.445558739255014,0.265243902439024,0.287234042553192,0.28695652173913,0.283185840707965,0.177111716621253,0.383040935672515,0.290909090909091,0.283367556468172,0.316770186335404,0.84393063583815,0.848739495798319,0.804597701149425,0.768292682926829
"chr19:37701210-37701863",0.60054347826087,0.470070422535211,0.00574712643678161,0.0441176470588235,0.0840163934426229,0.0853658536585366,0.122866894197952,0.749128919860627,0.00714285714285714,0.0439024390243902,0.0521739130434783,0.648514851485149,0.765536723163842,0.314685314685315,0.21608040201005
"chr1:229479399-229479831",0.663636363636364,0.601941747572815,0.109042553191489,0.367945823927765,0.238532110091743,0.0641711229946524,0.245070422535211,0.397129186602871,0.037593984962406,0.196923076923077,0.325443786982249,0.451612903225806,0.685314685314685,0.739669421487603,0.446540880503145
"chr4:8893040-8896308",0.075426944971537,0.073094867807154,0.35603000577034,0.267418032786885,0.473837209302326,0.202216066481994,0.18944099378882,0.124780316344464,0.422459893048128,0.0358937544867193,0.877440347071583,0.417233560090703,0.113915416098226,0.0495587236931432,0.333828996282528
"chr2:91634539-91635765",0.901477832512315,0.506551853238488,0.0986807387862797,0.145875251509054,0.136542239685658,0.228571428571429,0.409448818897638,0.922841864018335,0,0.149050371593724,0.886195684303872,0.191424196018377,0.921450151057402,0.28021978021978,0.0858585858585859
"chr12:130401846-130405333",0.916913946587537,0.875706214689266,0.520325203252033,0.702755905511811,0.477722772277228,0.410377358490566,0.691609977324263,0.872611464968153,0.11038961038961,0.891687657430731,0.803097345132743,0.155629139072848,0.663120567375887,0.370748299319728,0.132142857142857
"chr6:24357755-24358355",0.971576227390181,0.90450054884742,0.0692883895131086,0.111642743221691,0.136268343815514,0.119565217391304,0.122699386503067,0.948805460750853,0.245614035087719,0.0934256055363322,0.574338085539715,0.942528735632184,0.952702702702703,0.893617021276596,0.649305555555556
"chr12:130481721-130482424",0.276119402985075,0.32962962962963,0.705202312138728,0.666666666666667,0.646666666666667,0.52,0.741721854304636,0.208333333333333,0.166666666666667,0.496350364963504,0.53125,0.407894736842105,0.610619469026549,0.493670886075949,0.469135802469136
"chr8:58054993-58056175",0.973782771535581,0.892626131953428,0.125619834710744,0.237560192616372,0.0882352941176471,0.333333333333333,0.787072243346008,0.906698564593301,0.296,0.118251928020566,0.542056074766355,0.608433734939759,0.929577464788732,0.824817518248175,0.522935779816514
"chr16:90148683-90149220",0.712550607287449,0.801724137931034,0.0867768595041322,0.231023102310231,0.0821428571428571,0.580645161290323,0.0681818181818182,0.248803827751196,0.541666666666667,0.486338797814208,0.579399141630901,0.833333333333333,0.547872340425532,0.572916666666667,0.153409090909091
"chr8:139484075-139486541",0.926630434782609,0.844626168224299,0.49009900990099,0.654434250764526,0.367272727272727,0.361963190184049,0.555963302752294,0.856666666666667,0.0881226053639847,0.887473460721868,0.734463276836158,0.0618892508143322,0.701863354037267,0.194594594594595,0.11214953271028
"chr1:105500398-105500779",0.725490196078431,0.77639751552795,0.222222222222222,0.231707317073171,0.17910447761194,0.452380952380952,0.178571428571429,0.672131147540984,0.380952380952381,0.233333333333333,0.653846153846154,0.206896551724138,0.590163934426229,0.181818181818182,0
"chr6:17580424-17581214",0.959568733153639,0.807606263982103,0.0982986767485822,0.100642398286938,0.0484988452655889,0.171597633136095,0.113879003558719,0.328042328042328,0.0675675675675676,0.0575,0.0482954545454545,0.907834101382488,0.851239669421488,0.872413793103448,0.312693498452012
"chr8:139523765-139527425",0.908805031446541,0.893617021276596,0.618739903069467,0.771019677996422,0.577067669172932,0.467532467532468,0.758037225042301,0.898843930635838,0.14957264957265,0.931854199683043,0.821829855537721,0.178683385579937,0.768707482993197,0.268436578171091,0.212230215827338
"chr10:132651090-132652504",0.815384615384615,0.820051413881748,0.298319327731092,0.456666666666667,0.231759656652361,0.166666666666667,0.356913183279743,0.744525547445255,0.157232704402516,0.779411764705882,0.363636363636364,0.132352941176471,0.507575757575758,0.188679245283019,0.0645161290322581
"chr19:1295291-1295929",0.861915367483296,0.662650602409639,0.250793650793651,0.151260504201681,0.194748358862144,0.235294117647059,0.132352941176471,0.162087912087912,0,0.197402597402597,0.120634920634921,0.115671641791045,0.831081081081081,0.487455197132616,0.17037037037037
"chr11:18727273-18728342",0.945,0.854326396495071,0.0798969072164948,0.0828220858895705,0.0610687022900763,0.0335570469798658,0.594285714285714,0.5625,0.576923076923077,0.243128964059197,0.608455882352941,0.78448275862069,0.729268292682927,0.364130434782609,0.119777158774373
"chr19:24097450-24098157",0.868804664723032,0.816135084427767,0.0165745856353591,0.0597609561752988,0.0325865580448065,0.184615384615385,0.285714285714286,0.839160839160839,0.0967741935483871,0.0233333333333333,0.0548780487804878,0.104477611940299,0.723463687150838,0.154545454545455,0.0335051546391753
"chr13:112996624-112997367",0.919254658385093,0.876494023904382,0.657534246575342,0.652439024390244,0.74251497005988,0.304347826086957,0.636363636363636,0.901345291479821,0.306122448979592,0.653153153153153,0.373584905660377,0.776255707762557,0.934131736526946,0.939086294416244,0.904761904761905
"chr20:29611521-29612098",0.903954802259887,0.595698924731183,0.186588921282799,0.117521367521368,0.168831168831169,0.175,0,0.815668202764977,0.131147540983607,0.131578947368421,0.189655172413793,0.569721115537849,0.553191489361702,0.325102880658436,0.35
"chr14:106880610-106883069",0.881987577639752,0.686335403726708,0.291448516579407,0.363977485928705,0.307531380753138,0.624472573839662,0.220812182741117,0.806584362139918,0.234042553191489,0.32360097323601,0.819767441860465,0.141732283464567,0.399305555555556,0.146739130434783,0.102857142857143
"chr16:2041051-2041742",0.275862068965517,0.577946768060836,0.148367952522255,0.176470588235294,0.154269972451791,0.0392156862745098,0.268292682926829,0.185022026431718,0.0945945945945946,0.126984126984127,0.132,0.185770750988142,0.336683417085427,0.311594202898551,0.170818505338078
"chr19:51019960-51020595",0.912162162162162,0.734553775743707,0.501440922190202,0.327102803738318,0.231111111111111,0.666666666666667,0.527210884353742,0.754464285714286,0.219512195121951,0.292592592592593,0.544959128065395,0.345588235294118,0.920634920634921,0.914893617021277,0.825581395348837
"chr18:15197800-15198729",0.935064935064935,0.856294536817102,0.160919540229885,0.322254335260116,0.207885304659498,0.285714285714286,0.512261580381471,0.967517401392111,0.0277777777777778,0.0976253298153034,0.616424116424116,0.077319587628866,0.92156862745098,0.826086956521739,0.112244897959184
"chr3:93560281-93560646",0.694835680751174,0.609271523178808,0.0549132947976879,0.187074829931973,0.11437908496732,0.182608695652174,0.129310344827586,0.365482233502538,0.0909090909090909,0.146118721461187,0.328042328042328,0.146666666666667,0.0883720930232558,0.0314465408805031,0.0333333333333333
"chr12:130705081-130706026",0.110687022900763,0.325301204819277,0.642424242424242,0.62534435261708,0.577922077922078,0.576923076923077,0.41304347826087,0.168674698795181,0.36,0.25,0.463722397476341,0.292452830188679,0.758928571428571,0.51875,0.307692307692308
"chr4:674346-675969",0.391969407265774,0.626485568760611,0.200361010830325,0.187993680884676,0.169950738916256,0.446153846153846,0.245714285714286,0.288793103448276,0.0821917808219178,0.102439024390244,0.350093109869646,0.209591474245115,0.466950959488273,0.269516728624535,0.280851063829787
"chr6:17016144-17016767",0.953736654804271,0.948623853211009,0.322916666666667,0.18429003021148,0.29126213592233,0.356164383561644,0.137614678899083,0.935,0.35,0.120535714285714,0.38961038961039,0.91970802919708,0.906593406593407,0.809716599190283,0.904593639575972
"chr2:133110002-133111176",0.394299287410926,0.39922480620155,0.150793650793651,0.122899159663866,0.092032967032967,0.0241935483870968,0.075812274368231,0.385196374622357,0,0.0663716814159292,0.162280701754386,0.315277777777778,0.504708097928437,0.398447606727037,0.116707616707617
"chr11:17757872-17758226",0.814814814814815,0.791836734693877,0.226950354609929,0.223529411764706,0.213213213213213,0.0588235294117647,0.419889502762431,0.590163934426229,0.03125,0.241477272727273,0.215277777777778,0.762162162162162,0.913793103448276,0.769585253456221,0.661016949152542
"chr12:130453418-130457275",0.904040404040404,0.883272058823529,0.708649468892261,0.754147812971342,0.578761061946903,0.640750670241287,0.766192733017378,0.906779661016949,0.290657439446367,0.920560747663551,0.822764227642276,0.214659685863874,0.814713896457766,0.511695906432749,0.242506811989101
"chr19:10404093-10405374",0.622969837587007,0.680972818311874,0.205660377358491,0.256410256410256,0.196556671449067,0.105263157894737,0.434262948207171,0.291089108910891,0.265625,0.185255198487713,0.200956937799043,0.11901983663944,0.324444444444444,0.399728997289973,0.191063174114022
"chr10:104192725-104193123",0.647959183673469,0.672340425531915,0.256944444444444,0.310502283105023,0.313868613138686,0.386792452830189,0.321705426356589,0.490909090909091,0.0576923076923077,0.33641975308642,0.553571428571429,0.43,0.616766467065868,0.558139534883721,0.179775280898876
"chr7:153749180-153750301",0.0465753424657534,0.0271317829457364,0.0114942528735632,0.372641509433962,0.299435028248588,0,0.92156862745098,0.0749279538904899,0.0909090909090909,0.00943396226415094,0.676744186046512,0.147826086956522,0,0.773006134969325,0.0309278350515464
"chr19:19650893-19652066",0.854572713643178,0.725170068027211,0.13855421686747,0.0993288590604027,0.0436241610738255,0,0.25,0.326295585412668,0.129032258064516,0.0756578947368421,0.036036036036036,0.137111517367459,0.805615550755939,0.738613861386139,0.236994219653179
"chr8:139588522-139590539",0.885931558935361,0.892,0.510739856801909,0.644986449864499,0.409574468085106,0.451327433628319,0.649193548387097,0.86,0.204819277108434,0.890459363957597,0.810198300283286,0.316964285714286,0.781512605042017,0.239130434782609,0.218274111675127
"chr2:234847480-234848034",0.950953678474114,0.923631123919308,0.132321041214751,0.240860215053763,0.549065420560748,0.158730158730159,0.308270676691729,0.923529411764706,0.649253731343284,0.30379746835443,0.949704142011834,0.935960591133005,0.933797909407665,0.611940298507463,0.850793650793651
"chr9:115141088-115141462",0.853403141361257,0.451048951048951,0.00495049504950495,0.0638297872340425,0.0448979591836735,0,0.0311418685121107,0.85024154589372,0.183098591549296,0.232044198895028,0.793548387096774,0.411214953271028,0.833333333333333,0.220125786163522,0.204419889502762
"chr8:139557923-139560676",0.90530303030303,0.892307692307692,0.569306930693069,0.704128440366973,0.536585365853659,0.545454545454545,0.660660660660661,0.873170731707317,0.159509202453988,0.879888268156425,0.811671087533157,0.12406015037594,0.803921568627451,0.220735785953177,0.130801687763713
"chr10:132776121-132777710",0.855855855855856,0.728571428571429,0.363295880149813,0.540925266903915,0.422382671480144,0.36969696969697,0.556231003039514,0.772727272727273,0.138613861386139,0.681318681318681,0.771704180064309,0.338345864661654,0.68586387434555,0.409090909090909,0.496815286624204
"chr6:10886019-10886669",0.66304347826087,0.761506276150628,0.42741935483871,0.508264462809917,0.327800829875519,0.482456140350877,0.270516717325228,0.535433070866142,0.163265306122449,0.240384615384615,0.363636363636364,0.171052631578947,0.764705882352941,0.248484848484848,0.174311926605505
"chr5:156570374-156570823",0.919678714859438,0.851685393258427,0.257879656160458,0.366548042704626,0.0626702997275204,0.243362831858407,0.289473684210526,0.651785714285714,0.0902777777777778,0.130820399113082,0.0982532751091703,0.201716738197425,0.795652173913043,0.597222222222222,0.3
"chr10:132383198-132384818",0.954314720812183,0.920065252854812,0.652284263959391,0.772833723653396,0.547752808988764,0.489795918367347,0.785858585858586,0.914414414414414,0.158653846153846,0.950138504155125,0.77023498694517,0.213114754098361,0.775510204081633,0.420560747663551,0.140350877192982
"chr10:132210699-132212382",0.889763779527559,0.843137254901961,0.605960264900662,0.587786259541985,0.556,0.533898305084746,0.665551839464883,0.880597014925373,0.308333333333333,0.832618025751073,0.706122448979592,0.327044025157233,0.775757575757576,0.320754716981132,0.158536585365854
"chr10:38382893-38383885",0.345054945054945,0.54980595084088,0.0141732283464567,0.115843270868825,0.032015065913371,0,0.0919220055710306,0.438692098092643,0.0232558139534884,0.0641025641025641,0.0466830466830467,0.232111692844677,0.44,0.195402298850575,0.14621409921671
"chr6:31734059-31734471",0.772357723577236,0.803030303030303,0.102857142857143,0.212765957446809,0.335907335907336,0.36734693877551,0.24,0.830769230769231,0.266666666666667,0.429203539823009,0.208955223880597,0.86986301369863,0.922077922077922,0.647058823529412,0.686274509803922
"chr10:132408282-132410901",0.923728813559322,0.898496240601504,0.668304668304668,0.700934579439252,0.578595317725752,0.531914893617021,0.676392572944297,0.925531914893617,0.187096774193548,0.921630094043887,0.733333333333333,0.268722466960352,0.672985781990521,0.393305439330544,0.351145038167939
"chr12:129626710-129628148",0.917602996254682,0.870337477797513,0.593059936908517,0.66566265060241,0.582758620689655,0.562913907284768,0.71044776119403,0.945701357466063,0.180555555555556,0.898692810457516,0.795221843003413,0.160839160839161,0.833333333333333,0.426900584795322,0.181102362204724
"chr9:131181375-131182252",0.530821917808219,0.566978193146417,0.0617283950617284,0.324858757062147,0.268852459016393,0.0571428571428571,0.367741935483871,0.422535211267606,0.0303030303030303,0.292181069958848,0.228464419475655,0.631818181818182,0.727272727272727,0.672131147540984,0.642045454545455
"chr8:139320938-139324378",0.836477987421384,0.870402802101576,0.553752535496957,0.648760330578512,0.506465517241379,0.5,0.700471698113208,0.832,0.192592592592593,0.842615012106538,0.810154525386313,0.208695652173913,0.752650176678445,0.188790560471976,0.199170124481328
"chr6:150346234-150347252",0.916243654822335,0.804136253041362,0.0555555555555556,0.124223602484472,0.136729222520107,0.0233918128654971,0.606951871657754,0.846913580246914,0.0988372093023256,0.220524017467249,0.0671875,0.151785714285714,0.857651245551601,0.451977401129944,0.139165009940358
"chr10:132405314-132407304",0.93598233995585,0.928297055057618,0.633266533066132,0.754653130287648,0.590384615384615,0.5875,0.761523046092184,0.909395973154362,0.386473429951691,0.929936305732484,0.783369803063457,0.303571428571429,0.85792349726776,0.431428571428571,0.274881516587678
"chr9:26975567-26976534",0.295454545454545,0.409429280397022,0.898406374501992,0.908765652951699,0.841784989858012,0.77720207253886,0.903807615230461,0.233644859813084,0.46606334841629,0.926773455377574,0.821073558648111,0.874524714828897,0.39463601532567,0.917808219178082,0.940886699507389
"chr20:17308047-17308347",0.916666666666667,0.871900826446281,0.519607843137255,0.49537037037037,0.370535714285714,0.162790697674419,0.688888888888889,0.763888888888889,0.287878787878788,0.225806451612903,0.204918032786885,0.0967741935483871,0.914285714285714,0.769230769230769,0.103448275862069
"chr4:13524404-13531423",0.942847246276411,0.1278125,0.107167235494881,0.0723073060507155,0.120537176547658,0.107398568019093,0.151162790697674,0.21885686370298,0.466921119592875,0.374054914444887,0.0622389306599833,0.307399577167019,0.388701110574602,0.28735632183908,0.349385245901639
"chr17:33775860-33778240",0.577970297029703,0.292902066486972,0.271018793273986,0.194837635303913,0.316008316008316,0.350649350649351,0.190118152524168,0.491749174917492,0.474626865671642,0.282306163021869,0.372815533980583,0.567190226876091,0.566735112936345,0.284955752212389,0.219633943427621
"chr12:129909380-129911804",0.893569844789357,0.878975265017668,0.520325203252033,0.673202614379085,0.46064139941691,0.383886255924171,0.720893141945773,0.875675675675676,0.114035087719298,0.896373056994819,0.791793313069909,0.154639175257732,0.771349862258953,0.406593406593407,0.104761904761905
"chr19:33167878-33168214",0.474358974358974,0.574162679425837,0.310880829015544,0.283464566929134,0.309623430962343,1,0.337662337662338,0.372093023255814,0.193548387096774,0.302158273381295,0.253968253968254,0.140495867768595,0.342541436464088,0.339805825242718,0.0804597701149425
"chr12:129704675-129705828",0.947976878612717,0.9125,0.435344827586207,0.664335664335664,0.45703125,0.402597402597403,0.68141592920354,0.907894736842105,0.0675675675675676,0.896551724137931,0.791970802919708,0.10062893081761,0.854651162790698,0.398907103825137,0.125
"chr12:130084563-130089390",0.93368700265252,0.887298747763864,0.573002754820937,0.726141078838174,0.50834597875569,0.474576271186441,0.783422459893048,0.917553191489362,0.169329073482428,0.927444794952681,0.782958199356913,0.483796296296296,0.852631578947368,0.509881422924901,0.159090909090909
"chr10:132311165-132312643",0.931818181818182,0.865671641791045,0.619047619047619,0.682847896440129,0.484018264840183,0.582278481012658,0.622950819672131,0.860927152317881,0.283018867924528,0.851351351351351,0.696774193548387,0.259036144578313,0.637837837837838,0.437185929648241,0.2
"chr8:139439853-139440612",0.921875,0.882352941176471,0.470588235294118,0.674528301886792,0.354651162790698,0.363636363636364,0.616033755274262,0.964285714285714,0.136363636363636,0.870503597122302,0.856060606060606,0.0625,0.576,0.173469387755102,0.0660377358490566
"chr8:139571076-139572305",0.925373134328358,0.85042735042735,0.469483568075117,0.569444444444444,0.371428571428571,0.296610169491525,0.570866141732283,0.870689655172414,0.154639175257732,0.745945945945946,0.714285714285714,0.24,0.715686274509804,0.150537634408602,0.0975609756097561
"chr10:133092848-133095517",0.920547945205479,0.871308016877637,0.673944687045124,0.731675392670157,0.565143824027073,0.491916859122402,0.72463768115942,0.895316804407714,0.220394736842105,0.917341977309562,0.746894409937888,0.259259259259259,0.918300653594771,0.504273504273504,0.409937888198758
"chr12:129029334-129030398",0.915254237288136,0.871345029239766,0.684824902723735,0.65891472868217,0.468468468468468,0.587209302325581,0.723404255319149,0.898089171974522,0.180451127819549,0.81304347826087,0.645038167938931,0.377622377622378,0.857142857142857,0.525,0.183431952662722
"chr10:132642785-132645160",0.91304347826087,0.898016997167139,0.455223880597015,0.607843137254902,0.442307692307692,0.5,0.605263157894737,0.854545454545454,0.189473684210526,0.847107438016529,0.66046511627907,0.180904522613065,0.811224489795918,0.521505376344086,0.222222222222222
"chr3:146187073-146188036",0.477064220183486,0.630718954248366,0.168674698795181,0.122873345935728,0.139737991266376,0.357723577235772,0.218867924528302,0.0983050847457627,0.206349206349206,0.168141592920354,0.355608591885442,0.91640866873065,0.881918819188192,0.827272727272727,0.723247232472325
"chr8:139241537-139244305",0.855721393034826,0.883826879271071,0.364611260053619,0.591036414565826,0.412650602409639,0.382978723404255,0.590579710144927,0.8,0.30952380952381,0.692607003891051,0.870629370629371,0.0509259259259259,0.584905660377358,0.0805687203791469,0.028169014084507
"chr14:67878555-67879166",0.970183486238532,0.579081632653061,0.0853658536585366,0.0904977375565611,0.138424821002387,0.0980392156862745,0.144508670520231,0.770531400966184,0.308510638297872,0.0804020100502513,0.0458015267175573,0.465408805031447,0.9198606271777,0.357377049180328,0.186732186732187
"chr12:128904139-128906313",0.931972789115646,0.895348837209302,0.721174004192872,0.77979797979798,0.541208791208791,0.538095238095238,0.75564681724846,0.893470790378007,0.154929577464789,0.884433962264151,0.704714640198511,0.47972972972973,0.890151515151515,0.539285714285714,0.250996015936255
"chr12:129890067-129890891",0.9375,0.872448979591837,0.569230769230769,0.627906976744186,0.47682119205298,0.43956043956044,0.685714285714286,0.90625,0.137931034482759,0.895522388059702,0.740963855421687,0.166666666666667,0.865168539325843,0.453781512605042,0.242857142857143
