"","h9_WGBS","methylC-seq_h1_all_merged","RL415_D0_32F_HDFa.rmdup","RL417_P3_32F_Primed.rmdup","RL418_P10_32F_Primed.rmdup","RL702_all_lanes_merged","RL703_all_merge","RL837_2017_09_28_P12_plus_10_38F_SmithR_to_E8_merge","RL838_all_lanes_merged","RL936_32F_P11_plus_10_32F_SmithR_to_E8_rep1_all_merged","RL937_38F_P11_plus_10_38F_SmithR_to_E8_rep1_all_merged","RL1810_2019_09_19_32F_NSCs_N2P_p8_S1_all_lanes_merge","RL1811_2019_09_19_38F_NSCs_N2P_p8_S2_all_lanes_merge","RL1812_2019_09_19_38F_NSCs_primed_p8_S3_all_lanes_merge","RL1813_2019_09_19_32F_NSCs_primed_p7_S4_all_lanes_merge"
"chr8:139508581-139509909",0.0616996507566938,0.108510638297872,0.0382513661202186,0.318661971830986,0.229903536977492,0.0350877192982456,0.584856396866841,0.0875656742556918,0.0384615384615385,0.0625,0.204841713221601,0.0517503805175038,0.0831556503198294,0.536895674300254,0.0402802101576182
"chr8:139926188-139926744",0.0078740157480315,0.0227272727272727,0.0318181818181818,0.318339100346021,0.475935828877005,0,0.287671232876712,0.0387096774193548,0.183673469387755,0.0117647058823529,0.236286919831224,0.129032258064516,0.0364963503649635,0.07981220657277,0.0294117647058824
"chr9:1041926-1054702",0.859471365638766,0.587387387387387,0.558179923584578,0.112048757618378,0.512361160874239,0.653552554315913,0.117489270386266,0.694502617801047,0.551480051480052,0.130664826317,0.434348929996373,0.452830188679245,0.799618320610687,0.493530499075786,0.389355742296919
"chr6:62995372-62996516",0.00695652173913044,0.0214190093708166,0.0364145658263305,0.4,0.271916790490342,0.0169491525423729,0.509009009009009,0.00700934579439252,0.0985915492957746,0.00561797752808989,0.0645161290322581,0.00432900432900433,0.00377358490566038,0.365422396856582,0.0108695652173913
"chr12:130135091-130138721",0.940269749518304,0.909024745269287,0.578326180257511,0.722466960352423,0.568335588633288,0.447300771208226,0.777227722772277,0.91264367816092,0.14041095890411,0.945652173913043,0.797122302158273,0.419417475728155,0.816822429906542,0.478260869565217,0.183206106870229
"chr10:132437432-132442047",0.898190045248869,0.888704318936877,0.523976608187135,0.697761194029851,0.552295918367347,0.402777777777778,0.70939226519337,0.879759519038076,0.285,0.894409937888199,0.661800486618005,0.27765237020316,0.776842105263158,0.332594235033259,0.212719298245614
"chr12:130498609-130499233",0.112676056338028,0.221445221445221,0.0535714285714286,0.538265306122449,0.338870431893688,0.102040816326531,0.327659574468085,0.130434782608696,0.121212121212121,0.117154811715481,0.352941176470588,0.114583333333333,0.0894039735099338,0.142307692307692,0.0995024875621891
"chr17:4688444-4690632",0.893576222435283,0.907975460122699,0.129821260583255,0.175761871013466,0.202857142857143,0.110169491525424,0.635627530364372,0.460687960687961,0.335740072202166,0.255983350676379,0.125,0.125609756097561,0.479674796747967,0.392137096774194,0.508748317631225
"chr12:129454043-129454955",0.0567685589519651,0.220657276995305,0.0432432432432432,0.599173553719008,0.459016393442623,0.125,0.707692307692308,0.164179104477612,0,0.12280701754386,0.637362637362637,0.200819672131148,0.313725490196078,0.426605504587156,0.121827411167513
"chr10:132200850-132206793",0.918088737201365,0.87624140565317,0.568158168574402,0.737297297297297,0.564593301435407,0.4525,0.717197452229299,0.899795501022495,0.272980501392758,0.892857142857143,0.754583921015515,0.256272401433692,0.640562248995984,0.375,0.144373673036093
"chr15:99408496-99409649",0.864768683274021,0.832110091743119,0.574903969270166,0.219850586979723,0.415465268676278,0.574610244988864,0.378512396694215,0.278422273781903,0.163522012578616,0.12788906009245,0.0751173708920188,0.210526315789474,0.846846846846847,0.797101449275362,0.0269814502529511
"chr12:129881880-129887016",0.922242314647378,0.881769641495042,0.491421568627451,0.65,0.49802371541502,0.517711171662125,0.705718270571827,0.91231732776618,0.137184115523466,0.857142857142857,0.818306010928962,0.207674943566591,0.782881002087683,0.416666666666667,0.136460554371002
"chr10:65632066-65632598",0.226190476190476,0.338345864661654,0.265822784810127,0.880733944954128,0.84,0.0816326530612245,0.917525773195876,0.267857142857143,0.0666666666666667,0.961538461538462,0.295774647887324,0.775510204081633,0.05,0.696969696969697,0.836363636363636
"chr6:29817828-29818380",0.88659793814433,0.732415902140673,0.131782945736434,0.243303571428571,0.173374613003096,0.0747663551401869,0.5,0.5,0.125,0.218181818181818,0.125,0.216326530612245,0.574850299401198,0.50531914893617,0.106628242074928
"chr19:49636225-49637343",0.642248722316865,0.671296296296296,0.322443181818182,0.152777777777778,0.213802435723951,0.488372093023256,0.102678571428571,0.302857142857143,0.205882352941176,0.293457943925234,0.11973018549747,0.907356948228883,0.827586206896552,0.847402597402597,0.908
"chr10:133319388-133321743",0.901287553648069,0.869496855345912,0.473887814313346,0.552721088435374,0.560344827586207,0.343137254901961,0.615671641791045,0.870036101083033,0.204761904761905,0.851010101010101,0.542134831460674,0.22027972027972,0.741258741258741,0.448275862068966,0.3
"chr6:27529062-27530216",0.860254083484574,0.635321100917431,0.319805194805195,0.15,0.0969101123595506,0.22,0.207207207207207,0.474801061007958,0.0880829015544041,0.127572016460905,0.17037037037037,0.502994011976048,0.807142857142857,0.664739884393064,0.222535211267606
"chr12:128850294-128850754",0.161417322834646,0.395833333333333,0,0.711538461538462,0.613821138211382,0.0508474576271186,0.542253521126761,0.240506329113924,0.1,0.147058823529412,0.905797101449275,0.0314465408805031,0.0148698884758364,0.295081967213115,0.0514705882352941
"chr20:5484699-5485378",0.897338403041825,0.86084142394822,0.0632411067193676,0.222222222222222,0.15450643776824,0.03125,0.556213017751479,0.882075471698113,0.211538461538462,0.301801801801802,0.154589371980676,0.391459074733096,0.894117647058824,0.635555555555556,0.225296442687747
"chr20:29524177-29525474",0.898496240601504,0.454720616570328,0.398897058823529,0.209764918625678,0.0975056689342404,0.40625,0.224852071005917,0.709150326797386,0.464285714285714,0.0889929742388759,0.243809523809524,0.611607142857143,0.611702127659574,0.294117647058824,0.484210526315789
"chr8:139263507-139269826",0.832258064516129,0.844954128440367,0.531007751937985,0.702054794520548,0.457971014492754,0.44408945686901,0.666666666666667,0.877149877149877,0.244444444444444,0.861538461538462,0.814641744548287,0.141949152542373,0.701492537313433,0.202222222222222,0.12396694214876
"chr10:132241317-132247240",0.889830508474576,0.816757493188011,0.560162601626016,0.704355108877722,0.552415679124886,0.476377952755905,0.669777458722182,0.881469115191987,0.160060975609756,0.876114081996435,0.701940035273369,0.194957983193277,0.688888888888889,0.358006042296073,0.154738878143133
"chr8:139187063-139191967",0.919230769230769,0.879294336118849,0.499358151476252,0.688212927756654,0.466494845360825,0.407894736842105,0.699863574351978,0.873150105708245,0.172839506172839,0.880952380952381,0.810143042912874,0.112359550561798,0.714622641509434,0.142222222222222,0.154008438818565
"chr2:106886119-106886859",0.959798994974874,0.855960264900662,0.0777027027027027,0.087248322147651,0.519662921348315,0.177777777777778,0.114457831325301,0.831896551724138,0.386363636363636,0.0714285714285714,0.60056657223796,0.901060070671378,0.944444444444444,0.874074074074074,0.875
"chr10:132260084-132264190",0.8976,0.873777777777778,0.513249651324965,0.711302211302211,0.516216216216216,0.460750853242321,0.678571428571429,0.892201834862385,0.237354085603113,0.876760563380282,0.7504,0.263598326359833,0.656565656565657,0.316190476190476,0.149082568807339
"chr8:138993304-138996469",0.910652920962199,0.875166002656042,0.59963768115942,0.743333333333333,0.477756286266925,0.485632183908046,0.7221269296741,0.891176470588235,0.260135135135135,0.888888888888889,0.815551537070524,0.267123287671233,0.794425087108014,0.227848101265823,0.121951219512195
"chr12:54088710-54089109",0.365758754863813,0.347319347319347,0.661654135338346,0.0711974110032362,0.0414507772020725,0.666666666666667,0.0952380952380952,0.162679425837321,0.216867469879518,0.0826086956521739,0.160278745644599,0.4921875,0.605714285714286,0.484375,0.411111111111111
"chr5:3606489-3607033",0.0254957507082153,0.0880829015544041,0.0673758865248227,0.228915662650602,0.470588235294118,0,0.859154929577465,0.133004926108374,0.1,0.0298507462686567,0.282051282051282,0.954285714285714,0.925675675675676,0.917948717948718,0.933884297520661
"chr10:132751678-132754683",0.873540856031128,0.885196374622356,0.572704081632653,0.702767749699158,0.495548961424332,0.509157509157509,0.691901408450704,0.887468030690537,0.201834862385321,0.848275862068966,0.743710691823899,0.159090909090909,0.812820512820513,0.586034912718205,0.467787114845938
"chr22:46646681-46647392",0.509641873278237,0.711155378486056,0.0309278350515464,0.382716049382716,0.254641909814324,0.151162790697674,0.270967741935484,0.558375634517767,0.160714285714286,0.497872340425532,0.438735177865613,0.699658703071672,0.805,0.625,0.522968197879859
"chr9:139738616-139740459",0.930890052356021,0.8775,0.215316315205327,0.286440677966102,0.211151736745887,0.0727272727272727,0.638728323699422,0.816449348044132,0.115942028985507,0.428888888888889,0.316860465116279,0.260138476755687,0.9376,0.919191919191919,0.172413793103448
"chr7:157808231-157809984",0.0681458003169572,0.29,0.279012345679012,0.685185185185185,0.451612903225806,0.107142857142857,0.444630872483221,0.175799086757991,0.256493506493506,0.36650868878357,0.810958904109589,0.299794661190965,0.109090909090909,0.252100840336134,0.118715083798883
"chr10:132321741-132323856",0.929178470254957,0.873873873873874,0.552986512524085,0.740143369175627,0.581749049429658,0.519553072625698,0.69364161849711,0.91304347826087,0.173410404624277,0.899713467048711,0.74,0.204778156996587,0.780821917808219,0.451263537906137,0.257731958762887
"chr10:132171223-132176899",0.87719298245614,0.897869674185464,0.570562770562771,0.744115413819286,0.617042115572968,0.44578313253012,0.712515489467162,0.842679127725857,0.276712328767123,0.914179104477612,0.669230769230769,0.3012912482066,0.63499245852187,0.37134909596662,0.20746887966805
"chr15:100469180-100470604",0.292,0.202312138728324,0.862559241706161,0.512448132780083,0.576837416481069,0.886363636363636,0.702127659574468,0.240157480314961,0.237037037037037,0.603076923076923,0.241293532338308,0.704347826086957,0.60952380952381,0.7109375,0.783783783783784
"chr7:154001859-154002566",0.118556701030928,0.105691056910569,0.0818965517241379,0.396428571428571,0.492063492063492,0.04,0.81025641025641,0.164179104477612,0,0.0352941176470588,0.786561264822134,0.385321100917431,0.145251396648045,0.636986301369863,0.116666666666667
"chr12:130526742-130527319",0.0888157894736842,0.273972602739726,0.0707547169811321,0.690184049079755,0.67741935483871,0.0675675675675676,0.527027027027027,0.232258064516129,0.636363636363636,0.207692307692308,0.559405940594059,0.482456140350877,0.0888888888888889,0.337837837837838,0.32183908045977
"chr6:29910851-29911106",0.096045197740113,0.148148148148148,0.130769230769231,0.418269230769231,0.475609756097561,0.416666666666667,0.84,0.0843373493975904,NA,0.58252427184466,0.310924369747899,0.91304347826087,0.685714285714286,0.838709677419355,0.557377049180328
"chr1:244515272-244517390",0.473389355742297,0.478323699421965,0.774744027303754,0.757097791798107,0.733576642335766,0.733576642335766,0.727941176470588,0.672025723472669,0.677272727272727,0.757894736842105,0.796791443850267,0.791808873720137,0.768253968253968,0.752043596730245,0.73030303030303
"chr8:66472509-66473061",0.539906103286385,0.527675276752767,0.367021276595745,0.105405405405405,0.138709677419355,0.587155963302752,0.267379679144385,0.213709677419355,0.210810810810811,0.151515151515152,0.140845070422535,0.184782608695652,0.44390243902439,0.491071428571429,0.223684210526316
"chr22:50063748-50065058",0.0231660231660232,0.0995260663507109,0.0165876777251185,0.385350318471338,0.271944922547332,0.032,0.390532544378698,0.166666666666667,0.192307692307692,0.023121387283237,0.820075757575758,0.157495256166983,0.0865979381443299,0.0932721712538226,0.0881763527054108
"chr12:3507025-3507399",0.573426573426573,0.602941176470588,0.632286995515695,0.21304347826087,0.126436781609195,0.578947368421053,0.0729166666666667,0.304347826086957,0.0352941176470588,0.301587301587302,0.526315789473684,0.476190476190476,0.741721854304636,0.634782608695652,0.574803149606299
"chr10:729189-730309",0.896491228070175,0.812080536912752,0.0801963993453355,0.538361508452536,0.614583333333333,0.051948051948052,0.528421052631579,0.868263473053892,0.426356589147287,0.585051546391753,0.794212218649518,0.876750700280112,0.925824175824176,0.746073298429319,0.729651162790698
"chr8:139451564-139454754",0.876923076923077,0.904761904761905,0.511695906432749,0.695290858725762,0.496503496503497,0.352201257861635,0.740983606557377,0.827777777777778,0.130434782608696,0.902127659574468,0.828996282527881,0.125786163522013,0.619047619047619,0.2,0.1125
"chr6:28802203-28803331",0.889705882352941,0.856716417910448,0.296,0.439102564102564,0.644314868804665,0.343511450381679,0.589211618257261,0.772277227722772,0.273972602739726,0.422442244224422,0.360742705570292,0.559748427672956,0.938144329896907,0.655172413793103,0.570621468926554
"chr13:76593755-76594190",0.651898734177215,0.621951219512195,0.801932367149758,0.263829787234043,0.25615763546798,0.74025974025974,0.423076923076923,0.624277456647399,0.214285714285714,0.369426751592357,0.410714285714286,0.770053475935829,0.85,0.817391304347826,0.803149606299213
"chr10:132303286-132306590",0.893506493506493,0.87137330754352,0.623893805309734,0.694214876033058,0.5,0.526315789473684,0.7010550996483,0.891509433962264,0.232876712328767,0.843615494978479,0.699115044247788,0.247910863509749,0.684210526315789,0.378590078328982,0.202898550724638
"chr12:129862790-129866436",0.904867256637168,0.812115891132572,0.53114382785957,0.634551495016611,0.481132075471698,0.425316455696203,0.620650953984287,0.859649122807018,0.123333333333333,0.824404761904762,0.76,0.15301724137931,0.649402390438247,0.374727668845316,0.131578947368421
"chr19:45975744-45976598",0.73546511627907,0.534381139489195,0.672043010752688,0.21501014198783,0.182186234817814,0.625,0.154150197628458,0.496350364963504,0.282608695652174,0.262650602409639,0.0805369127516778,0.200729927007299,0.482233502538071,0.366379310344828,0.11734693877551
"chr12:129846433-129850024",0.910869565217391,0.864233576642336,0.523600439077936,0.715976331360947,0.488888888888889,0.426086956521739,0.761487964989059,0.876355748373102,0.151428571428571,0.912280701754386,0.801597869507324,0.22969837587007,0.867647058823529,0.463937621832359,0.139763779527559
"chr12:130076250-130083302",0.896616541353383,0.847172081829122,0.496899911426041,0.677023712183156,0.480544747081712,0.36833855799373,0.720309810671256,0.863123993558776,0.10752688172043,0.880794701986755,0.761858664085189,0.413940256045519,0.826224328593997,0.465359477124183,0.0897058823529412
"chr11:20625538-20627599",0.901098901098901,0.869918699186992,0.0476787954830615,0.147492625368732,0.537990196078431,0.0119047619047619,0.60932944606414,0.809608540925267,0.364705882352941,0.366554054054054,0.221396731054978,0.61010101010101,0.7890625,0.357459379615953,0.248259860788863
"chr9:980049-982329",0.634782608695652,0.54601226993865,0.597402597402597,0.261770244821092,0.465290806754221,0.607843137254902,0.381720430107527,0.246153846153846,0.278260869565217,0.315487571701721,0.34375,0.0997782705099778,0.302872062663185,0.28,0.304878048780488
"chr6:166471412-166472143",0.740740740740741,0.724928366762178,0.138996138996139,0.483606557377049,0.557971014492754,0.0666666666666667,0.327402135231317,0.784431137724551,0.33695652173913,0.525,0.76027397260274,0.528,0.664429530201342,0.559440559440559,0.483333333333333
"chr19:7619801-7620413",0.894736842105263,0.614285714285714,0.654471544715447,0.181494661921708,0.279816513761468,0.555555555555556,0.0588235294117647,0.480769230769231,NA,0.130044843049327,0.0372093023255814,0.910828025477707,0.911111111111111,0.851612903225806,0.987577639751553
"chr22:48885535-48887482",0.0150187734668335,0.0458891013384321,0.0516666666666667,0.64046021093001,0.528628495339547,0.125,0.025974025974026,0.117948717948718,0.115702479338843,0.0373831775700935,0.925661914460285,0.339622641509434,0.0567375886524823,0.132264529058116,0.152714932126697
"chr8:139119975-139122992",0.934097421203438,0.904597701149425,0.595394736842105,0.7157712305026,0.541198501872659,0.553435114503817,0.732580037664783,0.919642857142857,0.310679611650485,0.923250564334086,0.838888888888889,0.279693486590038,0.841698841698842,0.298850574712644,0.194552529182879
"chr8:139354727-139355793",0.902439024390244,0.863829787234043,0.445121951219512,0.573426573426573,0.352564102564103,0.327868852459016,0.532110091743119,0.939024390243902,0.116279069767442,0.908256880733945,0.669421487603306,0.0875,0.572916666666667,0.0595238095238095,0.036144578313253
"chr9:141044328-141045291",0.35968992248062,0.795643153526971,0.142548596112311,0.0955993930197269,0.0464285714285714,0.34020618556701,0.137404580152672,0.328320802005013,0.178343949044586,0.362612612612613,0.643730886850153,0.644366197183099,0.334261838440111,0.418604651162791,0.34304932735426
"chr10:132572736-132575464",0.903636363636364,0.890202702702703,0.613387978142076,0.686375321336761,0.603825136612022,0.513725490196078,0.744058500914077,0.903846153846154,0.21285140562249,0.918367346938776,0.746268656716418,0.234215885947047,0.736263736263736,0.434184675834971,0.250521920668058
"chr12:49726108-49729804",0.897489539748954,0.737781555461113,0.427783902976847,0.370173745173745,0.661504424778761,0.550649350649351,0.481605351170569,0.596680497925311,0.330605564648118,0.2578125,0.25149303251493,0.903500473036897,0.884801548886738,0.776092774308653,0.667774086378738
"chr12:130032663-130035078",0.91796875,0.86161449752883,0.475806451612903,0.613300492610837,0.420612813370474,0.313333333333333,0.67986798679868,0.902439024390244,0.108108108108108,0.890845070422535,0.730061349693252,0.231759656652361,0.770334928229665,0.418518518518519,0.101449275362319
"chr8:139000217-139002346",0.910543130990415,0.872675250357654,0.396768402154399,0.735985533453888,0.532319391634981,0.243346007604563,0.766179540709812,0.903323262839879,0.246305418719212,0.90745501285347,0.853982300884956,0.157706093189964,0.808383233532934,0.172910662824208,0.210862619808307
"chr12:128646720-128649748",0.888446215139442,0.857954545454545,0.421052631578947,0.64769647696477,0.419889502762431,0.251655629139073,0.684210526315789,0.907766990291262,0.0625,0.887719298245614,0.517857142857143,0.162790697674419,0.809917355371901,0.582608695652174,0.116883116883117
"chr13:111039898-111040748",0.717948717948718,0.794573643410853,0.56973293768546,0.454301075268817,0.411214953271028,0.494117647058824,0.592920353982301,0.602150537634409,0.193877551020408,0.482517482517482,0.505813953488372,0.372781065088757,0.947154471544715,0.871369294605809,0.775956284153005
"chr19:12767750-12768334",0.944584382871537,0.606217616580311,0.659259259259259,0.252354048964218,0.397515527950311,0.655172413793103,0.183760683760684,0.143911439114391,0.225,0.193633952254642,0.0951156812339332,0.967857142857143,0.91869918699187,0.906614785992218,0.98
"chr14:36741173-36742501",0.81917211328976,0.707093821510298,0.0904684975767367,0.073015873015873,0.302588996763754,0.166666666666667,0.0440613026819923,0.190582959641256,0.568627450980392,0.187643020594966,0.065546218487395,0.928994082840237,0.548286604361371,0.183844011142061,0.200934579439252
"chr16:6910970-6911784",0.114285714285714,0.202346041055718,0.310077519379845,0.674911660777385,0.597402597402597,0.30188679245283,0.239043824701195,0.234375,0.0769230769230769,0.149700598802395,0.27363184079602,0.236641221374046,0.590163934426229,0.481481481481481,0.275862068965517
"chr10:132346339-132349228",0.901574803149606,0.871080139372822,0.573366214549938,0.711138310893513,0.58641975308642,0.416342412451362,0.701977401129944,0.902506963788301,0.16012084592145,0.853448275862069,0.680683311432326,0.204301075268817,0.653116531165312,0.260204081632653,0.111464968152866
"chr10:132140878-132141940",0.88961038961039,0.873529411764706,0.563786008230453,0.73134328358209,0.47029702970297,0.355932203389831,0.621722846441948,0.834710743801653,0.132231404958678,0.906542056074766,0.669683257918552,0.227642276422764,0.790909090909091,0.297520661157025,0.0583333333333333
"chr10:132930925-132933298",0.912429378531073,0.810763888888889,0.583524027459954,0.687103594080338,0.563926940639269,0.591194968553459,0.663398692810457,0.904436860068259,0.345323741007194,0.881028938906752,0.71571072319202,0.226950354609929,0.923841059602649,0.544117647058823,0.43167701863354
"chr8:53012452-53013283",0.929906542056075,0.805929919137466,0.12258064516129,0.192037470725995,0.190265486725664,0.0337078651685393,0.655629139072848,0.546428571428571,0.328947368421053,0.123404255319149,0.1280276816609,0.880382775119617,0.863636363636364,0.872,0.924460431654676
"chr1:17018824-17019612",0.847953216374269,0.812379110251451,0.181818181818182,0.394929577464789,0.357703927492447,0.0827250608272506,0.631578947368421,0.501052631578947,0.148148148148148,0.339665653495441,0.202861952861953,0.852858481724461,0.91404011461318,0.921938088829071,0.913678618857902
"chr19:11734246-11734825",0.85024154589372,0.649717514124294,0.577507598784195,0.243455497382199,0.553264604810997,0.470588235294118,0.183561643835616,0.291891891891892,0.377622377622378,0.230769230769231,0.208823529411765,0.905172413793103,0.917293233082707,0.77992277992278,0.630597014925373
"chr2:176981935-176983297",0.476861167002012,0.636674259681093,0.401041666666667,0.305246422893482,0.266339869281046,0.435114503816794,0.477611940298507,0.610599078341014,0.517543859649123,0.408421052631579,0.458536585365854,0.285714285714286,0.643835616438356,0.492407809110629,0.827067669172932
"chr10:132482869-132484351",0.892086330935252,0.854545454545454,0.433179723502304,0.641255605381166,0.435,0.237704918032787,0.60093896713615,0.858407079646018,0.121212121212121,0.926701570680628,0.736263736263736,0.03125,0.67741935483871,0.253968253968254,0.0857142857142857
"chr21:39861032-39862529",0.903061224489796,0.731914893617021,0.887931034482759,0.55860349127182,0.513761467889908,0.832335329341317,0.109289617486339,0.897674418604651,0.467948717948718,0.370535714285714,0.429090909090909,0.502673796791444,0.817733990147783,0.598039215686274,0.674556213017751
"chr20:13338577-13343330",0.819805194805195,0.748633879781421,0.821533923303835,0.464839094159714,0.170212765957447,0.837259100642398,0.669512195121951,0.878444084278768,0.113300492610837,0.652870493991989,0.779366700715015,0.827213822894168,0.889064976228209,0.795019157088123,0.802564102564103
"chr15:32267516-32267829",0.761363636363636,0.615141955835962,0.0147783251231527,0.154185022026432,0.145539906103286,0.0327868852459016,0.35,0.225806451612903,0.0625,0.205607476635514,0.0492957746478873,0.104712041884817,0.702247191011236,0.486772486772487,0.138888888888889
"chr16:6068961-6070588",0.0303030303030303,0.0364583333333333,0.0223529411764706,0.355196770938446,0.420731707317073,0.0118343195266272,0.0294985250737463,0.0460992907801418,0.0425531914893617,0.0153609831029186,0.0694444444444444,0.164495114006515,0.112627986348123,0.0459110473457676,0.0768049155145929
"chr16:75549120-75550175",0.843478260869565,0.818791946308725,0.775568181818182,0.655172413793103,0.537142857142857,0.837349397590361,0.529239766081871,0.642857142857143,0.236842105263158,0.722419928825623,0.677740863787375,0.864583333333333,0.884792626728111,0.847761194029851,0.820408163265306
"chr19:5477624-5478651",0.705882352941177,0.729938271604938,0.207547169811321,0.436708860759494,0.417004048582996,0.221052631578947,0.450331125827815,0.506756756756757,0.378787878787879,0.410714285714286,0.368983957219251,0.136929460580913,0.545023696682464,0.394495412844037,0.0863636363636364
"chr7:76026648-76027138",0.861003861003861,0.696969696969697,0.0950570342205323,0.331858407079646,0.282722513089005,0.0422535211267606,0.433333333333333,0.330645161290323,0.444444444444444,0.118421052631579,0.162790697674419,0.863636363636364,0.839285714285714,0.648,0.66497461928934
"chr3:74662405-74663259",0.699619771863118,0.668261562998405,0.00997506234413965,0.450980392156863,0.404833836858006,0.0227272727272727,0.450980392156863,0.570754716981132,0.184210526315789,0.47565543071161,0.359060402684564,0.222222222222222,0.692307692307692,0.53125,0.187290969899666
